"id","text","created_at","did_report_as_spam","owner_id","owner_username","owner_is_verified","viewer_has_liked","likes"
"18125470330068323","Yaa kirain lulusan telkom",1584536208,false,"4829020597","_echomusic_",false,false,1
"17884248634525451","Ada jurusan ""Airplane"" tidak di Universitas Telkom?",1584623001,false,"27192278030","siticahyaningsih550",false,false,1
"18125470330068323","Yaa kirain lulusan telkom",1584536208,false,"4829020597","_echomusic_",false,false,1
"17884248634525451","Ada jurusan ""Airplane"" tidak di Universitas Telkom?",1584623001,false,"27192278030","siticahyaningsih550",false,false,1
